input_hex,input_dec,output_hex,output_dec
0xDB3D,56125,0xCE13,52755
0xDB3E,56126,0xA9ED,43501
0xDB3F,56127,0x78D2,30930
0xDB40,56128,0x5BD3,23507
0xDB41,56129,0xAE37,44599
0xDB42,56130,0x0606,1542
0xDB43,56131,0x2C97,11415
0xDB44,56132,0x84B7,33975
0xDB45,56133,0x6F18,28440
0xDB46,56134,0xAC42,44098
0xDB47,56135,0x86D3,34515
0xDB48,56136,0xD683,54915
0xDB49,56137,0x9E16,40470
0xDB4A,56138,0xF3B7,62391
0xDB4B,56139,0x9BFD,39933
0xDB4C,56140,0x6B7A,27514
0xDB4D,56141,0xBC43,48195
0xDB4E,56142,0xDBE8,56296
0xDB4F,56143,0xD25A,53850
0xDB50,56144,0x5B97,23447
0xDB51,56145,0x1B93,7059
0xDB52,56146,0x3FB7,16311
0xDB53,56147,0x9B9B,39835
0xDB54,56148,0x0CB7,3255
0xDB55,56149,0x7AE3,31459
0xDB56,56150,0x1DB7,7607
0xDB57,56151,0xE097,57495
0xDB58,56152,0x5BB5,23477
0xDB59,56153,0xD88D,55437
0xDB5A,56154,0xDEED,57069
0xDB5B,56155,0x6978,27000
0xDB5C,56156,0x5BA4,23460
0xDB5D,56157,0x3517,13591
0xDB5E,56158,0x5216,21014
0xDB5F,56159,0xDD44,56644
0xDB60,56160,0xB6B6,46774
0xDB61,56161,0x1B5F,7007
0xDB62,56162,0x5423,21539
0xDB63,56163,0x9B57,39767
0xDB64,56164,0x904D,36941
0xDB65,56165,0x9BCE,39886
0xDB66,56166,0xFE67,65127
0xDB67,56167,0xB53D,46397
0xDB68,56168,0x5588,21896
0xDB69,56169,0x1B7D,7037
0xDB6A,56170,0xE3B6,58294
0xDB6B,56171,0xCA42,51778
0xDB6C,56172,0xFFCC,65484
0xDB6D,56173,0xAEEA,44778
0xDB6E,56174,0x7755,30549
0xDB6F,56175,0x33CC,13260
0xDB70,56176,0x5B1F,23327
0xDB71,56177,0x2828,10280
0xDB72,56178,0xDB17,56087
0xDB73,56179,0xF32E,62254
0xDB74,56180,0x2E7B,11899
0xDB75,56181,0x0770,1904
0xDB76,56182,0xBAAB,47787
0xDB77,56183,0x47DE,18398
0xDB78,56184,0x5B3D,23357
0xDB79,56185,0xEE99,61081
0xDB7A,56186,0xA129,41257
0xDB7B,56187,0x17BD,6077
0xDB7C,56188,0x95B7,38327
0xDB7D,56189,0xF7C4,63428
0xDB7E,56190,0x9E61,40545
0xDB7F,56191,0x0077,119
0xDB80,56192,0x58E3,22755
0xDB81,56193,0xCE31,52785
0xDB82,56194,0xD7B1,55217
0xDB83,56195,0xDF31,57137
0xDB84,56196,0x58F2,22770
0xDB85,56197,0xD13F,53567
0xDB86,56198,0xD8FA,55546
0xDB87,56199,0x62FB,25339
0xDB88,56200,0xB975,47477
0xDB89,56201,0x8A31,35377
0xDB8A,56202,0xD8C9,55497
0xDB8B,56203,0x9832,38962
0xDB8C,56204,0x2200,8704
0xDB8D,56205,0x8BED,35821
0xDB8E,56206,0x4141,16705
0xDB8F,56207,0xF348,62280
0xDB90,56208,0x748B,29835
0xDB91,56209,0x4631,17969
0xDB92,56210,0xE5A1,58785
0xDB93,56211,0x98AB,39083
0xDB94,56212,0x6CB1,27825
0xDB95,56213,0xF15B,61787
0xDB96,56214,0xD8BE,55486
0xDB97,56215,0x3D86,15750
0xDB98,56216,0x6CB1,27825
0xDB99,56217,0xB685,46725
0xDB9A,56218,0x46EC,18156
0xDB9B,56219,0x7236,29238
0xDB9C,56220,0x8D14,36116
0xDB9D,56221,0xA3E7,41959
0xDB9E,56222,0x9977,39287
0xDB9F,56223,0xB9B9,47545
0xDBA0,56224,0x61AD,25005
0xDBA1,56225,0xFC8B,64651
0xDBA2,56226,0x618F,24975
0xDBA3,56227,0x00FF,255
0xDBA4,56228,0x6D7C,28028
0xDBA5,56229,0xF33F,62271
0xDBA6,56230,0x73D9,29657
0xDBA7,56231,0x1991,6545
0xDBA8,56232,0xAF72,44914
0xDBA9,56233,0xFDA8,64936
0xDBAA,56234,0xEC75,60533
0xDBAB,56235,0xF429,62505
0xDBAC,56236,0x1313,4883
0xDBAD,56237,0xF3B7,62391
0xDBAE,56238,0x3B80,15232
0xDBAF,56239,0xD5E6,54758
0xDBB0,56240,0x44CC,17612
0xDBB1,56241,0x6DF4,28148
0xDBB2,56242,0xF708,63240
0xDBB3,56243,0xFE76,65142
0xDBB4,56244,0xBB22,47906
0xDBB5,56245,0xEDCF,60879
0xDBB6,56246,0xD55D,54621
0xDBB7,56247,0xE8BD,59581
0xDBB8,56248,0xC89D,51357
0xDBB9,56249,0x79F1,31217
0xDBBA,56250,0xB3A2,45986
0xDBBB,56251,0x9E07,40455
0xDBBC,56252,0x3C87,15495
0xDBBD,56253,0xF6F6,63222
0xDBBE,56254,0x3EF2,16114
0xDBBF,56255,0x1302,4866
0xDBC0,56256,0xE6B3,59059
0xDBC1,56257,0xEE33,60979
0xDBC2,56258,0x4E93,20115
0xDBC3,56259,0xFF33,65331
0xDBC4,56260,0x59E2,23010
0xDBC5,56261,0x3FC0,16320
0xDBC6,56262,0xD9EA,55786
0xDBC7,56263,0x2367,9063
0xDBC8,56264,0x9C27,39975
0xDBC9,56265,0x19D5,6613
0xDBCA,56266,0xD9D9,55769
0xDBCB,56267,0xE4C6,58566
0xDBCC,56268,0x28B1,10417
0xDBCD,56269,0xDB9F,56223
0xDBCE,56270,0x74CF,29903
0xDBCF,56271,0x1742,5954
0xDBD0,56272,0x59B7,22967
0xDBD1,56273,0x0653,1619
0xDBD2,56274,0xD9BF,55743
0xDBD3,56275,0xD8C9,55497
0xDBD4,56276,0x1CE3,7395
0xDBD5,56277,0x942F,37935
0xDBD6,56278,0x094D,2381
0xDBD7,56279,0xCD54,52564
0xDBD8,56280,0xCAAC,51884
0xDBD9,56281,0xE6C4,59076
0xDBDA,56282,0xA587,42375
0xDBDB,56283,0x6666,26214
0xDBDC,56284,0xA14F,41295
0xDBDD,56285,0x79E0,31200
0xDBDE,56286,0xBDE8,48616
0xDBDF,56287,0x8899,34969
0xDBE0,56288,0x65ED,26093
0xDBE1,56289,0xDF46,57158
0xDBE2,56290,0x1CB6,7350
0xDBE3,56291,0x139B,5019
0xDBE4,56292,0xCD54,52564
0xDBE5,56293,0x2662,9826
0xDBE6,56294,0xADBC,44476
0xDBE7,56295,0x8C73,35955
0xDBE8,56296,0x1D1D,7453
0xDBE9,56297,0x186F,6255
0xDBEA,56298,0x1FA4,8100
0xDBEB,56299,0xCAAC,51884
0xDBEC,56300,0xACDB,44251
0xDBED,56301,0x5EF4,24308
0xDBEE,56302,0xBE27,48679
0xDBEF,56303,0x6512,25874
0xDBF0,56304,0x593F,22847
0xDBF1,56305,0x2CF1,11505
0xDBF2,56306,0xB5A4,46500
0xDBF3,56307,0x842E,33838
0xDBF4,56308,0xE55E,58718
0xDBF5,56309,0xB67A,46714
0xDBF6,56310,0xF30C,62220
0xDBF7,56311,0x648A,25738
0xDBF8,56312,0xB40F,46095
0xDBF9,56313,0x7676,30326
0xDBFA,56314,0xC8AE,51374
0xDBFB,56315,0x1199,4505
0xDBFC,56316,0xB1E4,45540
0xDBFD,56317,0x0321,801
0xDBFE,56318,0x03B8,952
0xDBFF,56319,0x35AC,13740
0xDC00,56320,0xC02E,49198
0xDC01,56321,0x4A4A,19018
0xDC02,56322,0x5599,21913
0xDC03,56323,0x7AF2,31474
0xDC04,56324,0xFE54,65108
0xDC05,56325,0x13FD,5117
0xDC06,56326,0xC71A,50970
0xDC07,56327,0x4675,18037
0xDC08,56328,0x5432,21554
0xDC09,56329,0x9283,37507
0xDC0A,56330,0xB45A,46170
0xDC0B,56331,0x87D2,34770
0xDC0C,56332,0x9823,38947
0xDC0D,56333,0x680E,26638
0xDC0E,56334,0x718E,29070
0xDC0F,56335,0x0DD0,3536
0xDC10,56336,0xB8B8,47288
0xDC11,56337,0xDB9F,56223
0xDC12,56338,0x45FE,17918
0xDC13,56339,0xB586,46470
0xDC14,56340,0x4756,18262
0xDC15,56341,0xE943,59715
0xDC16,56342,0xBD8E,48526
0xDC17,56343,0x1230,4656
0xDC18,56344,0x4765,18277
0xDC19,56345,0xD8EB,55531
0xDC1A,56346,0x1DB7,7607
0xDC1B,56347,0x8293,33427
0xDC1C,56348,0x4774,18292
0xDC1D,56349,0xE00E,57358
0xDC1E,56350,0xF98E,63886
0xDC1F,56351,0xED12,60690
0xDC20,56352,0x3CA5,15525
0xDC21,56353,0xF780,63360
0xDC22,56354,0xF780,63360
0xDC23,56355,0xA5A5,42405
0xDC24,56356,0xCD23,52515
0xDC25,56357,0x079E,1950
0xDC26,56358,0xC792,51090
0xDC27,56359,0x8796,34710
0xDC28,56360,0x08E6,2278
0xDC29,56361,0x5A0F,23055
0xDC2A,56362,0x5335,21301
0xDC2B,56363,0x8DAF,36271
0xDC2C,56364,0x8B74,35700
0xDC2D,56365,0x1EF0,7920
0xDC2E,56366,0x89FE,35326
0xDC2F,56367,0xD3E0,54240
0xDC30,56368,0x47CF,18383
0xDC31,56369,0x07CB,1995
0xDC32,56370,0x8F8F,36751
0xDC33,56371,0x87C3,34755
0xDC34,56372,0x47DE,18398
0xDC35,56373,0x07DA,2010
0xDC36,56374,0xC7D6,51158
0xDC37,56375,0xE943,59715
0xDC38,56376,0xAF05,44805
0xDC39,56377,0x8594,34196
0xDC3A,56378,0xFA27,64039
0xDC3B,56379,0xD0B6,53430
0xDC3C,56380,0xEB9C,60316
0xDC3D,56381,0xF00F,61455
0xDC3E,56382,0x17DB,6107
0xDC3F,56383,0x7AF2,31474
0xDC40,56384,0xD47E,54398
0xDC41,56385,0xDFCE,57294
0xDC42,56386,0xC61B,50715
0xDC43,56387,0x3003,12291
0xDC44,56388,0x4994,18836
0xDC45,56389,0x3F3F,16191
0xDC46,56390,0xCBAD,52141
0xDC47,56391,0x6E7F,28287
0xDC48,56392,0x4631,17969
0xDC49,56393,0x74ED,29933
0xDC4A,56394,0x738C,29580
0xDC4B,56395,0x7B0C,31500
0xDC4C,56396,0x42DB,17115
0xDC4D,56397,0x14C9,5321
0xDC4E,56398,0x518C,20876
0xDC4F,56399,0xC792,51090
0xDC50,56400,0xF186,61830
0xDC51,56401,0x17BD,6077
0xDC52,56402,0xBF8C,49036
0xDC53,56403,0x2266,8806
0xDC54,56404,0x8C8C,35980
0xDC55,56405,0x1AA1,6817
0xDC56,56406,0xC64E,50766
0xDC57,56407,0xCF56,53078
0xDC58,56408,0xEA8C,60044
0xDC59,56409,0xFDB9,64953
0xDC5A,56410,0xFB8C,64396
0xDC5B,56411,0x8679,34425
0xDC5C,56412,0x4664,18020
0xDC5D,56413,0x0660,1632
0xDC5E,56414,0xC194,49556
0xDC5F,56415,0xE50B,58635
0xDC60,56416,0x469B,18075
0xDC61,56417,0x069F,1695
0xDC62,56418,0xC693,50835
0xDC63,56419,0x4BC3,19395
0xDC64,56420,0x5162,20834
0xDC65,56421,0x00BB,187
0xDC66,56422,0x1001,4097
0xDC67,56423,0x4343,17219
0xDC68,56424,0xA25D,41565
0xDC69,56425,0x88CC,35020
0xDC6A,56426,0xFFEE,65518
0xDC6B,56427,0x6B0D,27405
0xDC6C,56428,0x1A6D,6765
0xDC6D,56429,0x4EE4,20196
0xDC6E,56430,0x5F6C,24428
0xDC6F,56431,0xFDEC,65004
0xDC70,56432,0xBE8D,48781
0xDC71,56433,0x06DB,1755
0xDC72,56434,0xC6D7,50903
0xDC73,56435,0xE1B4,57780
0xDC74,56436,0x46CE,18126
0xDC75,56437,0x6503,25859
0xDC76,56438,0x0A0A,2570
0xDC77,56439,0xB803,47107
0xDC78,56440,0x0B4F,2895
0xDC79,56441,0xEF10,61200
0xDC7A,56442,0xC10D,49421
0xDC7B,56443,0x3470,13424
0xDC7C,56444,0x3267,12903
0xDC7D,56445,0xCD45,52549
0xDC7E,56446,0x9A47,39495
0xDC7F,56447,0x3704,14084
0xDC80,56448,0x0E68,3688
0xDC81,56449,0x9382,37762
0xDC82,56450,0x95E2,38370
0xDC83,56451,0x852F,34095
0xDC84,56452,0xB89A,47258
0xDC85,56453,0x0536,1334
0xDC86,56454,0xA45B,42075
0xDC87,56455,0x853E,34110
0xDC88,56456,0x71CA,29130
0xDC89,56457,0xC6C6,50886
0xDC8A,56458,0x5261,21089
0xDC8B,56459,0x18C5,6341
0xDC8C,56460,0xEDB8,60856
0xDC8D,56461,0x8E53,36435
0xDC8E,56462,0x318A,12682
0xDC8F,56463,0x2A19,10777
0xDC90,56464,0x384F,14415
0xDC91,56465,0xD6E5,55013
0xDC92,56466,0x0F5A,3930
0xDC93,56467,0x47CF,18383
0xDC94,56468,0xBC25,48165
0xDC95,56469,0x0572,1394
0xDC96,56470,0x2D0F,11535
0xDC97,56471,0xBD42,48450
0xDC98,56472,0x6D6D,28013
0xDC99,56473,0x27C9,10185
0xDC9A,56474,0x9B8A,39818
0xDC9B,56475,0x8549,34121
0xDC9C,56476,0x47FC,18428
0xDC9D,56477,0x0356,854
0xDC9E,56478,0xC55C,50524
0xDC9F,56479,0x2130,8496
0xDCA0,56480,0x4163,16739
0xDCA1,56481,0x5E0B,24075
0xDCA2,56482,0x53CA,21450
0xDCA3,56483,0x4F0B,20235
0xDCA4,56484,0x748B,29835
0xDCA5,56485,0x7C0B,31755
0xDCA6,56486,0x658B,25995
0xDCA7,56487,0x85B6,34230
0xDCA8,56488,0x2CE0,11488
0xDCA9,56489,0x2DA5,11685
0xDCAA,56490,0x4037,16439
0xDCAB,56491,0x3131,12593
0xDCAC,56492,0xE4C6,58566
0xDCAD,56493,0x1274,4724
0xDCAE,56494,0x8ADF,35551
0xDCAF,56495,0x1D95,7573
0xDCB0,56496,0xDE8B,56971
0xDCB1,56497,0x9988,39304
0xDCB2,56498,0xCF8B,53131
0xDCB3,56499,0x5566,21862
0xDCB4,56500,0xFC8B,64651
0xDCB5,56501,0x05FA,1530
0xDCB6,56502,0xC5F6,50678
0xDCB7,56503,0x93B1,37809
0xDCB8,56504,0x581C,22556
0xDCB9,56505,0xCD01,52481
0xDCBA,56506,0x1D1D,7453
0xDCBB,56507,0x3B7F,15231
0xDCBC,56508,0xD21E,53790
0xDCBD,56509,0x709E,28830
0xDCBE,56510,0xEC31,60465
0xDCBF,56511,0xCD67,52583
0xDCC0,56512,0x3B19,15129
0xDCC1,56513,0x7AE3,31459
0xDCC2,56514,0xC43B,50235
0xDCC3,56515,0x843F,33855
0xDCC4,56516,0xC5A3,50595
0xDCC5,56517,0x58B6,22710
0xDCC6,56518,0x658B,25995
0xDCC7,56519,0x1742,5954
0xDCC8,56520,0x6E3B,28219
0xDCC9,56521,0x249F,9375
0xDCCA,56522,0xC419,50201
0xDCCB,56523,0x0EC2,3778
0xDCCC,56524,0x8A02,35330
0xDCCD,56525,0x0707,1799
0xDCCE,56526,0xB42D,46125
0xDCCF,56527,0xD4F6,54518
0xDCD0,56528,0xBB22,47906
0xDCD1,56529,0xF3B7,62391
0xDCD2,56530,0xC47F,50303
0xDCD3,56531,0x3DC2,15810
0xDCD4,56532,0x9977,39287
0xDCD5,56533,0x3102,12546
0xDCD6,56534,0x3762,14178
0xDCD7,56535,0xDA9E,55966
0xDCD8,56536,0xC47F,50303
0xDCD9,56537,0x6DC7,28103
0xDCDA,56538,0x2EE2,12002
0xDCDB,56539,0x4FA1,20385
0xDCDC,56540,0x7777,30583
0xDCDD,56541,0xA028,41000
0xDCDE,56542,0x91B3,37299
0xDCDF,56543,0xA53C,42300
0xDCE0,56544,0x7689,30345
0xDCE1,56545,0x94D0,38096
0xDCE2,56546,0xC4B3,50355
0xDCE3,56547,0x84B7,33975
0xDCE4,56548,0x09B2,2482
0xDCE5,56549,0x4A1F,18975
0xDCE6,56550,0x68A4,26788
0xDCE7,56551,0x8833,34867
0xDCE8,56552,0x91D5,37333
0xDCE9,56553,0xC059,49241
0xDCEA,56554,0x953F,38207
0xDCEB,56555,0x2130,8496
0xDCEC,56556,0x6DA1,28065
0xDCED,56557,0xF8BC,63676
0xDCEE,56558,0x1F3D,7997
0xDCEF,56559,0x8181,33153
0xDCF0,56560,0xFE89,65161
0xDCF1,56561,0xE11E,57630
0xDCF2,56562,0x7BE2,31714
0xDCF3,56563,0xE30D,58125
0xDCF4,56564,0x44EE,17646
0xDCF5,56565,0xB1F5,45557
0xDCF6,56566,0xCBBC,52156
0xDCF7,56567,0xE37A,58234
0xDCF8,56568,0xF834,63540
0xDCF9,56569,0x1634,5684
0xDCFA,56570,0x6B7A,27514
0xDCFB,56571,0x18B2,6322
0xDCFC,56572,0xE99E,59806
0xDCFD,56573,0x16DA,5850
0xDCFE,56574,0xCDCD,52685
0xDCFF,56575,0x2C97,11415
0xDD00,56576,0x9191,37265
0xDD01,56577,0x5FE4,24548
0xDD02,56578,0xB1F5,45557
0xDD03,56579,0x1375,4981
0xDD04,56580,0xEA9D,60061
0xDD05,56581,0x7A2F,31279
0xDD06,56582,0x0D6B,3435
0xDD07,56583,0x9977,39287
0xDD08,56584,0xA318,41752
0xDD09,56585,0x0365,869
0xDD0A,56586,0xA5F0,42480
0xDD0B,56587,0x5775,22389
0xDD0C,56588,0x4370,17264
0xDD0D,56589,0xE806,59398
0xDD0E,56590,0xE45F,58463
0xDD0F,56591,0x10EF,4335
0xDD10,56592,0x4BF0,19440
0xDD11,56593,0x9F9F,40863
0xDD12,56594,0x42DB,17115
0xDD13,56595,0x07E9,2025
0xDD14,56596,0x92C7,37575
0xDD15,56597,0x3D1F,15647
0xDD16,56598,0x0C7B,3195
0xDD17,56599,0xBED8,48856
0xDD18,56600,0x4A86,19078
0xDD19,56601,0x4DA3,19875
0xDD1A,56602,0xD3C2,54210
0xDD1B,56603,0x1144,4420
0xDD1C,56604,0x4334,17204
0xDD1D,56605,0x0330,816
0xDD1E,56606,0x07F8,2040
0xDD1F,56607,0xB9FD,47613
0xDD20,56608,0x43CB,17355
0xDD21,56609,0x03CF,975
0xDD22,56610,0x2D2D,11565
0xDD23,56611,0xEF01,61185
0xDD24,56612,0xB487,46215
0xDD25,56613,0xBC07,48135
0xDD26,56614,0x6BE3,27619
0xDD27,56615,0x83D6,33750
0xDD28,56616,0x973D,38717
0xDD29,56617,0xDA07,55815
0xDD2A,56618,0x1054,4180
0xDD2B,56619,0xB22B,45611
0xDD2C,56620,0xCE75,52853
0xDD2D,56621,0xF807,63495
0xDD2E,56622,0x99FF,39423
0xDD2F,56623,0xDD66,56678
0xDD30,56624,0x6AA6,27302
0xDD31,56625,0x1BA0,7072
0xDD32,56626,0x3F84,16260
0xDD33,56627,0x8383,33667
0xDD34,56628,0x3C87,15495
0xDD35,56629,0x039A,922
0xDD36,56630,0x9ECB,40651
0xDD37,56631,0x6FD4,28628
0xDD38,56632,0x3E2F,15919
0xDD39,56633,0x5F0A,24330
0xDD3A,56634,0x92F4,37620
0xDD3B,56635,0xDCFE,56574
0xDD3C,56636,0x12ED,4845
0xDD3D,56637,0xBEFA,48890
0xDD3E,56638,0xCC88,52360
0xDD3F,56639,0x3AF6,15094
0xDD40,56640,0x6E2A,28202
0xDD41,56641,0x852F,34095
0xDD42,56642,0xF2C1,62145
0xDD43,56643,0x4A68,19048
0xDD44,56644,0x9F9F,40863
0xDD45,56645,0x9F17,40727
0xDD46,56646,0x7B95,31637
0xDD47,56647,0x1670,5744
0xDD48,56648,0x9854,38996
0xDD49,56649,0x0275,629
0xDD4A,56650,0x05D8,1496
0xDD4B,56651,0x1EE1,7905
0xDD4C,56652,0x4260,16992
0xDD4D,56653,0x0264,612
0xDD4E,56654,0xED47,60743
0xDD4F,56655,0x4B69,19305
0xDD50,56656,0x9CC9,40137
0xDD51,56657,0x42AC,17068
0xDD52,56658,0xD793,55187
0xDD53,56659,0xBD71,48497
0xDD54,56660,0x368D,13965
0xDD55,56661,0x8A8A,35466
0xDD56,56662,0x63AF,25519
0xDD57,56663,0x493E,18750
0xDD58,56664,0x3210,12816
0xDD59,56665,0x1881,6273
0xDD5A,56666,0xE916,59670
0xDD5B,56667,0x8F52,36690
0xDD5C,56668,0x4026,16422
0xDD5D,56669,0x0A28,2600
0xDD5E,56670,0xA14F,41295
0xDD5F,56671,0xC76D,51053
0xDD60,56672,0xB685,46725
0xDD61,56673,0x02DF,735
0xDD62,56674,0x32DC,13020
0xDD63,56675,0x82D7,33495
0xDD64,56676,0x9485,38021
0xDD65,56677,0x02CE,718
0xDD66,56678,0x9898,39064
0xDD67,56679,0x296D,10605
0xDD68,56680,0x3377,13175
0xDD69,56681,0x02FD,765
0xDD6A,56682,0xA43D,42045
0xDD6B,56683,0x196E,6510
0xDD6C,56684,0x9933,39219
0xDD6D,56685,0xD159,53593
0xDD6E,56686,0x9DBF,40383
0xDD6F,56687,0x1724,5924
0xDD70,56688,0x3E85,16005
0xDD71,56689,0x4D81,19841
0xDD72,56690,0xE74D,59213
0xDD73,56691,0xB139,45369
0xDD74,56692,0x950C,38156
0xDD75,56693,0x0044,68
0xDD76,56694,0xDC01,56321
0xDD77,56695,0x0505,1285
0xDD78,56696,0x18E7,6375
0xDD79,56697,0x7C6D,31853
0xDD7A,56698,0x480C,18444
0xDD7B,56699,0xAE9D,44701
0xDD7C,56700,0xB2C5,45765
0xDD7D,56701,0x1441,5185
0xDD7E,56702,0xAF36,44854
0xDD7F,56703,0x3E1C,15900
0xDD80,56704,0x4163,16739
0xDD81,56705,0xCE02,52738
0xDD82,56706,0xD782,55170
0xDD83,56707,0xDF02,57090
0xDD84,56708,0x2516,9494
0xDD85,56709,0xEC02,60418
0xDD86,56710,0x2662,9826
0xDD87,56711,0x817E,33150
0xDD88,56712,0xB1B1,45489
0xDD89,56713,0xE394,58260
0xDD8A,56714,0xDA61,55905
0xDD8B,56715,0x6107,24839
0xDD8C,56716,0x49F2,18930
0xDD8D,56717,0x80D5,32981
0xDD8E,56718,0x6FA3,28579
0xDD8F,56719,0x6D7C,28028
0xDD90,56720,0x2345,9029
0xDD91,56721,0x4994,18836
0xDD92,56722,0x2534,9524
0xDD93,56723,0xD287,53895
0xDD94,56724,0x8800,34816
0xDD95,56725,0x0132,306
0xDD96,56726,0xB847,47175
0xDD97,56727,0x6978,27000
0xDD98,56728,0xC927,51495
0xDD99,56729,0xC1C1,49601
0xDD9A,56730,0x71BD,29117
0xDD9B,56731,0x5B2C,23340
0xDD9C,56732,0xDB71,56177
0xDD9D,56733,0x280A,10250
0xDD9E,56734,0xF3B7,62391
0xDD9F,56735,0x294F,10575
0xDDA0,56736,0xD683,54915
0xDDA1,56737,0x07BC,1980
0xDDA2,56738,0x07BC,1980
0xDDA3,56739,0x497A,18810
0xDDA4,56740,0x2165,8549
0xDDA5,56741,0xFC03,64515
0xDDA6,56742,0xD915,55573
0xDDA7,56743,0xACBD,44221
0xDDA8,56744,0x0CB7,3255
0xDDA9,56745,0x7241,29249
0xDDAA,56746,0xAEAE,44718
0xDDAB,56747,0x21CF,8655
0xDDAC,56748,0x75EC,30188
0xDDAD,56749,0xD836,55350
0xDDAE,56750,0x6E7F,28287
0xDDAF,56751,0xE1B4,57780
0xDDB0,56752,0x2233,8755
0xDDB1,56753,0x13B9,5049
0xDDB2,56754,0xDD44,56644
0xDDB3,56755,0x3CE1,15585
0xDDB4,56756,0x3BC4,15300
0xDDB5,56757,0x7351,29521
0xDDB6,56758,0xAAEE,43758
0xDDB7,56759,0x4F7C,20348
0xDDB8,56760,0xD8BE,55486
0xDDB9,56761,0x7A3E,31294
0xDDBA,56762,0x7F3B,32571
0xDDBB,56763,0x6F6F,28527
0xDDBC,56764,0xFDB9,64953
0xDDBD,56765,0x079E,1950
0xDDBE,56766,0x45EF,17903
0xDDBF,56767,0x1032,4146
0xDDC0,56768,0xE680,59008
0xDDC1,56769,0xEE00,60928
0xDDC2,56770,0x01EF,495
0xDDC3,56771,0xFF00,65280
0xDDC4,56772,0x914C,37196
0xDDC5,56773,0x0066,102
0xDDC6,56774,0x44EE,17646
0xDDC7,56775,0x5CD4,23764
0xDDC8,56776,0x38E5,14565
0xDDC9,56777,0x6035,24629
0xDDCA,56778,0x4127,16679
0xDDCB,56779,0xE709,59145
0xDDCC,56780,0x7070,28784
0xDDCD,56781,0x8A02,35330
0xDDCE,56782,0xCF8B,53131
0xDDCF,56783,0xA16D,41325
0xDDD0,56784,0x6E80,28288
0xDDD1,56785,0x0033,51
0xDDD2,56786,0x7F80,32640
0xDDD3,56787,0xABEF,44015
0xDDD4,56788,0x4026,16422
0xDDD5,56789,0x80A2,32930
0xDDD6,56790,0x9D15,40213
0xDDD7,56791,0x1144,4420
0xDDD8,56792,0x580D,22541
0xDDD9,56793,0xA280,41600
0xDDDA,56794,0x6D83,28035
0xDDDB,56795,0xE079,57465
0xDDDC,56796,0x28A0,10400
0xDDDD,56797,0x0000,0
0xDDDE,56798,0xF03C,61500
0xDDDF,56799,0x1A0B,6667
0xDDE0,56800,0xF681,63105
0xDDE1,56801,0xFE01,65025
0xDDE2,56802,0x24BD,9405
0xDDE3,56803,0x803B,32827
0xDDE4,56804,0x97C2,38850
0xDDE5,56805,0xAFBE,44990
0xDDE6,56806,0xE439,58425
0xDDE7,56807,0xA2C4,41668
0xDDE8,56808,0xC10D,49421
0xDDE9,56809,0xF21C,61980
0xDDEA,56810,0x79C2,31170
0xDDEB,56811,0x8329,33577
0xDDEC,56812,0xD1A6,53670
0xDDED,56813,0x03CF,975
0xDDEE,56814,0xB7B7,47031
0xDDEF,56815,0x6AE2,27362
0xDDF0,56816,0x40BF,16575
0xDDF1,56817,0x7456,29782
0xDDF2,56818,0xB7A6,47014
0xDDF3,56819,0x91A2,37282
0xDDF4,56820,0x4B0F,19215
0xDDF5,56821,0x4510,17680
0xDDF6,56822,0xF791,63377
0xDDF7,56823,0x5014,20500
0xDDF8,56824,0x7D6C,32108
0xDDF9,56825,0x42DB,17115
0xDDFA,56826,0x396C,14700
0xDDFB,56827,0x8EAC,36524
0xDDFC,56828,0x94A7,38055
0xDDFD,56829,0xA0B1,41137
0xDDFE,56830,0x9810,38928
0xDDFF,56831,0xA4A4,42148
0xDE00,56832,0x690F,26895
0xDE01,56833,0xF27A,62074
0xDE02,56834,0xC77C,51068
0xDE03,56835,0x5757,22359
0xDE04,56836,0x4F92,20370
0xDE05,56837,0x5D91,23953
0xDE06,56838,0x359F,13727
0xDE07,56839,0x1890,6288
0xDE08,56840,0xD0A7,53415
0xDE09,56841,0x0FA5,4005
0xDE0A,56842,0x2417,9239
0xDE0B,56843,0x8697,34455
0xDE0C,56844,0x4FB0,20400
0xDE0D,56845,0x681F,26655
0xDE0E,56846,0x719F,29087
0xDE0F,56847,0xB083,45187
0xDE10,56848,0x78C3,30915
0xDE11,56849,0x0198,408
0xDE12,56850,0xDBDB,56283
0xDE13,56851,0xD863,55395
0xDE14,56852,0x21B8,8632
0xDE15,56853,0x0B29,2857
0xDE16,56854,0x749A,29850
0xDE17,56855,0xD782,55170
0xDE18,56856,0x4FE5,20453
0xDE19,56857,0x0FE1,4065
0xDE1A,56858,0xDB9F,56223
0xDE1B,56859,0x8FE9,36841
0xDE1C,56860,0xE89F,59551
0xDE1D,56861,0xE01F,57375
0xDE1E,56862,0xF99F,63903
0xDE1F,56863,0xC927,51495
0xDE20,56864,0x85A7,34215
0xDE21,56865,0x4B4B,19275
0xDE22,56866,0xCF03,52995
0xDE23,56867,0xEF01,61185
0xDE24,56868,0x4F1A,20250
0xDE25,56869,0xBC07,48135
0xDE26,56870,0xCF12,53010
0xDE27,56871,0xA794,42900
0xDE28,56872,0x3CA5,15525
0xDE29,56873,0x5A1E,23070
0xDE2A,56874,0x7160,29024
0xDE2B,56875,0xD683,54915
0xDE2C,56876,0x0176,374
0xDE2D,56877,0x4BD2,19410
